"SEN","07/12/2018","12","2760.1052","1024.8759","0.7191","2481.0345","19274.3068","302.0314","594.9698","1410.7157","1539.7648","4642.6869","1646.9459"
"SEN","07/12/2018","13","2892.7397","974.513","0.6894","2499.8581","19263.679","303.262","596.56","1751.0246","1539.6359","4297.9361","1588.7798"
"SEN","07/12/2018","14","2879.3365","710.6286","0.7053","2493.9172","19373.6048","304.1127","598.2583","2021.9789","1539.1687","4226.584","1678.4902"
"SEN","07/12/2018","15","2702.4973","626.058","0.6695","2423.9636","18992.3811","308.0763","598.763","2303.1724","1539.1161","4345.8258","1717.2882"
"SEN","07/12/2018","16","2730.4271","621.2731","0.6511","2457.508","18964.9196","309.9385","599.6769","2218.2817","1537.8037","4339.3744","1730.4227"
"SEN","07/12/2018","17","2559.2057","494.1297","0.7055","2463.088","19252.2742","300.2404","603.0927","2045.4039","1535.8665","4358.0489","1742.2798"
"SEN","07/12/2018","18","2203.9632","139.062","1.1878","2471.4298","18861.1532","285.8101","604.2495","2736.4423","1534.6577","4892.1039","1775.6768"
"SEN","07/12/2018","19","2125.9591","1.1182","0.5899","2465.7995","19042.1506","294.6141","604.6767","3594.678","1533.8423","5404.6711","1781.8372"
"SEN","07/12/2018","20","2251.6879","0","1.2925","2462.6716","19076.21","291.6029","604.8467","3695.8911","1533.2897","5463.625","1784.8157"
"SEN","07/12/2018","21","2458.1469","0","3.2249","2468.9485","18882.6206","284.6434","605.4402","3456.1469","1532.7448","5102.7034","1778.8014"
"SEN","07/12/2018","22","2377.4426","0","7.394","2463.4496","18644.4783","281.8968","605.1951","3183.8533","1533.2195","4581.6809","1763.0594"
"SEN","07/12/2018","23","2097.1571","0","6.6246","2458.2229","18434.9758","276.8872","606.1424","2709.765","1532.7707","4320.2045","1755.981"
"SEN","07/12/2018","24","1905.7415","0","12.7118","2454.0378","17816.1831","278.3672","607.6571","2442.8636","1534.3471","4034.2358","1741.3718"
"SEN","08/12/2018","1","1702.4937","0","19.712","2451.0051","17468.0917","268.1931","608.0479","1774.646","1534.7054","3594.6717","1719.1845"
"SEN","08/12/2018","2","1694.7157","0","20.2695","2479.4067","17227.2142","268.7844","608.9613","1098.1538","1535.3778","3404.5976","1712.75"
"SEN","08/12/2018","3","1922.1845","0","20.1188","2261.2666","16912.8395","267.1964","608.1447","789.4392","1534.804","3331.0852","1570.3883"
"SEN","08/12/2018","4","1821.8458","0","20.1195","2113.4161","16788.6323","266.0649","608.9455","804.3131","1535.485","3320.0568","1563.9136"
"SEN","08/12/2018","5","1635.9816","0","25.3943","2098.3514","16886.3563","266.2577","608.8754","798.7441","1535.2006","3361.2678","1583.8111"
"SEN","08/12/2018","6","1494.4052","0","22.4013","2257.4672","17060.207","268.5786","609.2652","847.3995","1534.5317","3359.4051","1631.8715"
"SEN","08/12/2018","7","1306.4626","0.0891","24.0723","2475.8424","17327.3168","269.2172","613.6964","1072.7448","1535.0461","3511.7964","1741.0606"
"SEN","08/12/2018","8","1161.2825","37.4075","24.1622","2473.0545","17800.2332","271.4033","613.7507","942.4084","1534.2409","3917.1291","1818.9348"
