"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: enero 2019"
"Proceso de Liquidacion: Re-Liquidacion Intermedia (L2) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 23/may/2019 05:10:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","01/01/2019","1","2047.0935","0","24.1498","1236.4395","15222.8343","299.1692","602.0955","1640.2965","1481.9633","1600.9754","1337.3072"
"SEN","01/01/2019","2","2008.1297","0","24.2977","1259.845","14718.8098","294.9513","600.6637","1360.0141","1482.0395","1608.6685","1330.5732"
"SEN","01/01/2019","3","2054.7694","0","22.8202","1264.3421","14159.2183","287.6663","601.016","1110.2252","1482.5726","1618.1441","1331.8549"
"SEN","01/01/2019","4","2081.871","0","24.5815","1264.9099","13555.3696","282.7491","603.3956","919.1909","1481.9557","1671.6685","1331.5889"
"SEN","01/01/2019","5","2183.3962","0","23.1842","1256.3677","12899.6333","279.0032","602.9849","923.1295","1482.7002","1636.0351","1332.0099"
"SEN","01/01/2019","6","2207.6472","0","24.5716","1249.9596","12166.9653","279.7221","602.689","1261.5217","1483.2946","1671.2112","1334.1295"
"SEN","01/01/2019","7","2278.8088","0.0163","22.5817","1229.3398","11495.9099","283.1154","602.5644","1693.7411","1483.1588","1657.9772","1335.3405"
"SEN","01/01/2019","8","2339.6889","25.7729","22.9548","1245.7385","10938.8648","280.8381","603.1776","1435.0381","1482.9615","1659.2202","1378.371"
"SEN","01/01/2019","9","2452.4351","403.7123","22.9403","1250.4044","10707.906","284.3686","603.372","1152.3559","1483.1639","1659.5036","1379.6684"
"SEN","01/01/2019","10","2424.9202","920.3001","26.4952","1245.0944","10695.466","288.9299","600.5674","1239.7482","1483.0834","1663.5336","1373.1815"
"SEN","01/01/2019","11","2475.1478","1174.9097","21.2751","1244.0723","10846.7061","292.2509","596.8233","1439.1317","1482.6604","1683.0988","1368.7402"
"SEN","01/01/2019","12","2497.7316","1078.5605","21.8534","1241.7844","11164.2947","287.626","594.958","1739.6197","1482.2764","1707.7297","1361.3327"
"SEN","01/01/2019","13","2541.049","1029.2841","22.2101","1237.9177","11426.6349","281.701","595.1677","1781.3056","1481.977","1698.1663","1334.8215"
"SEN","01/01/2019","14","2503.2794","1117.806","21.9552","1239.1863","11699.8707","287.2464","595.4993","1713.6725","1481.5839","1701.6895","1330.3657"
"SEN","01/01/2019","15","2523.8313","1002.1714","23.1408","1235.4724","12010.1298","282.9558","593.953","1524.2463","1480.6984","1655.3675","1323.4804"
"SEN","01/01/2019","16","2534.225","916.9982","22.1237","1245.6192","12151.2362","288.8254","594.1495","1569.1794","1480.2142","1715.9987","1344.8807"
"SEN","01/01/2019","17","2475.9139","525.4237","20.9144","1243.2793","12626.6877","301.0146","595.9055","1785.2082","1479.7646","1714.5567","1345.5786"
"SEN","01/01/2019","18","2452.0509","175.7986","20.7872","1244.0284","13293.3156","311.2622","597.1995","2124.6935","1479.5285","1712.9629","1350.0841"
"SEN","01/01/2019","19","2524.8217","4.0368","20.6258","1273.6451","14769.5377","331.6855","597.16","3590.006","1480.0858","1754.1295","1337.8984"
"SEN","01/01/2019","20","2524.9714","0","22.9897","1490.1144","15714.4821","319.3468","599.665","4147.7225","1480.55","1819.7617","1359.346"
"SEN","01/01/2019","21","2490.463","0","20.8193","1771.443","15823.9606","314.186","601.4633","3845.8528","1480.2946","1824.7676","1371.5026"
"SEN","01/01/2019","22","2496.6192","0","23.999","1755.2675","16048.8378","309.182","602.228","3133.5927","1480.7103","1793.4106","1374.8994"
"SEN","01/01/2019","23","2511.8211","0","23.7283","1681.4929","15864.4988","302.4409","601.9512","2237.1694","1480.7992","1757.6548","1385.8733"
"SEN","01/01/2019","24","2616.3721","0","22.903","1316.4236","15390.8767","294.0163","600.8942","1600.0369","1480.286","1720.7302","1380.844"
"SEN","02/01/2019","1","2732.5659","0","23.3855","1315.5229","14271.0563","284.9606","596.4292","1205.7206","1480.2598","1681.9023","1356.5254"
"SEN","02/01/2019","2","2506.2754","0","19.372","1322.1876","13631.5484","278.4471","597.3757","1261.8459","1480.6367","1707.8192","1314.1693"
"SEN","02/01/2019","3","2481.7537","0","24.0285","1329.5786","13007.3662","286.0692","596.1007","1307.4306","1480.5122","1685.1876","1314.8313"
"SEN","02/01/2019","4","2390.6799","0","22.0474","1271.5167","12962.702","285.2204","595.784","1236.6485","1480.181","1708.3136","1318.2306"
"SEN","02/01/2019","5","2335.7578","0","13.4554","1257.5209","13376.0005","288.7646","594.5545","1189.9758","1480.1407","1735.5453","1320.29"
"SEN","02/01/2019","6","2160.1529","0","11.0216","1265.9475","14339.1484","295.2805","596.5155","1233.9332","1479.9992","1745.5613","1321.3875"
"SEN","02/01/2019","7","2087.537","0.101","5.1943","1431.4062","15839.816","309.0229","597.9108","1333.6156","1480.0771","1806.5699","1330.8758"
"SEN","02/01/2019","8","1888.7028","19.3556","7.0976","2091.635","16647.5403","313.6583","596.1397","1361.25","1481.2964","2140.788","1353.5746"
"SEN","02/01/2019","9","1989.3601","305.7885","4.9736","2245.1668","17275.1491","301.1517","593.247","1540.6812","1481.6816","2260.9304","1548.8632"
"SEN","02/01/2019","10","2278.4136","676.8056","4.1727","2318.2527","17425.125","306.1441","589.7668","1970.2417","1482.178","2452.4448","1798.1896"
"SEN","02/01/2019","11","2317.3285","868.7798","5.7896","2383.6237","17669.6596","324.9621","588.9621","2519.2657","1482.1226","2506.4549","1804.2415"
"SEN","02/01/2019","12","2214.179","1203.4376","9.6657","2387.36","17811.9978","332.278","589.0855","2741.4384","1482.3402","2621.1148","1832.6848"
"SEN","02/01/2019","13","2325.4841","1054.1062","14.3732","2381.0733","17847.7809","335.2054","590.1185","3007.0311","1482.018","2656.3212","1829.983"
"SEN","02/01/2019","14","2460.7666","904.9452","19.9024","2379.1435","17984.0388","334.4364","589.1317","3012.0096","1482.0741","2663.7561","1826.0913"
"SEN","02/01/2019","15","2686.8599","907.8991","21.8117","2378.9239","18049.6716","337.7569","591.0702","2552.3027","1481.8569","2754.12","1815.7962"
"SEN","02/01/2019","16","2784.4444","772.1815","22.8775","2382.8925","18212.3007","324.8539","594.7971","2800.7724","1481.9112","2597.0135","1807.4805"
"SEN","02/01/2019","17","2748.4537","610.7952","22.9884","2372.836","18264.5939","325.8887","598.0858","3060.5372","1481.6397","2698.9317","1829.3288"
"SEN","02/01/2019","18","2604.0892","238.6153","23.5131","2378.8699","18428.492","378.9494","600.8069","3377.5825","1481.0538","2808.2269","1878.7757"
"SEN","02/01/2019","19","2565.2972","5.5185","20.0982","2390.9661","18637.9964","426.7412","600.5829","4553.3174","1481.7999","2913.581","1906.8398"
"SEN","02/01/2019","20","2455.753","0","23.7963","2382.3615","18771.1981","431.6193","601.6197","5279.5713","1481.5895","3026.112","1917.3786"
"SEN","02/01/2019","21","1941.7664","0","25.1227","2377.6307","18772.8171","425.8203","603.5794","5413.8123","1481.7664","3077.6656","1924.4974"
"SEN","02/01/2019","22","1756.2288","0","24.4859","2374.5162","18728.0717","420.713","603.3771","4676.457","1481.6902","3001.909","1912.2105"
"SEN","02/01/2019","23","1636.4124","0","22.326","2384.8032","18567.2844","401.2658","604.1216","3728.2313","1481.5733","2992.4561","1879.5814"
"SEN","02/01/2019","24","1812.9976","0","14.0087","2380.3941","18276.3469","326.9063","602.0676","2868.3597","1481.9001","2969.1577","1639.8592"
"SEN","03/01/2019","1","2011.3555","0","19.853","2377.7773","17569.0446","369.6451","602.8356","1667.9839","1481.3335","2953.8088","1537.3447"
"SEN","03/01/2019","2","2267.8283","0","22.5975","2383.3144","17186.9109","297.0315","603.5007","1179.5905","1481.202","2391.8347","1464.5913"
"SEN","03/01/2019","3","2570.3178","0","24.4045","1998.6595","17254.1718","288.5074","604.3744","970.7611","1480.3753","2081.9487","1405.1411"
"SEN","03/01/2019","4","2823.372","0","24.89","1587.3241","16957.4705","288.3409","603.9084","939.3572","1480.206","2069.7292","1404.6094"
"SEN","03/01/2019","5","2722.4496","0","24.7695","1407.2662","17158.6317","303.8145","604.8447","1132.5585","1480.5161","2091.8077","1405.6145"
