"SEN","14/06/2019","13","1573.8886","3247.0643","17.4977","2852.6842","22531.3488","362.8067","597.5314","4009.0081","1408.7954","4729.8085","2077.9695"
"SEN","14/06/2019","14","1797.8825","3190.3705","15.3808","2830.9896","22512.2601","359.7933","598.1269","3968.0686","1403.5894","5028.7181","2077.8609"
"SEN","14/06/2019","15","1847.0296","3135.4461","17.1499","2815.6718","22392.1183","365.7262","600.9863","4125.2691","1356.5431","5223.0137","2077.1536"
"SEN","14/06/2019","16","1802.3683","3043.7007","18.6916","2816.856","22521.8518","367.6037","601.9656","4707.6444","1307.5238","5221.123","2072.2392"
"SEN","14/06/2019","17","1992.084","2798.9627","16.4141","2768.3709","22328.2579","372.5226","597.3316","4643.9032","1307.6344","5604.9524","2113.9153"
"SEN","14/06/2019","18","2166.6863","2616.0047","17.0873","2756.3028","22199.7397","372.8093","597.4977","4064.5896","1308.7343","5784.8443","2151.897"
"SEN","14/06/2019","19","2019.4425","2259.2396","18.4804","2789.6237","22147.777","375.3295","600.3675","3697.7935","1321.3882","5806.4442","2124.8844"
"SEN","14/06/2019","20","1992.0336","1337.8755","7.2686","2754.3427","22234.3908","375.8186","601.2343","3601.8337","1326.1486","5813.9999","2135.1093"
"SEN","14/06/2019","21","1936.4269","316.1992","11.6648","2788.4451","22585.7685","378.6996","606.5794","4436.3815","1332.9489","5820.8471","2210.7239"
"SEN","14/06/2019","22","2035.9436","7.9968","16.2506","2747.8835","22937.1994","383.0518","605.724","5172.1768","1338.8243","5836.7899","2203.0757"
"SEN","14/06/2019","23","1967.641","0","12.0022","2515.1384","22884.9928","382.366","604.7986","5296.292","1345.8843","5832.3438","2160.2059"
"SEN","14/06/2019","24","2095.1415","0","11.0739","2456.5203","22603.6769","374.28","599.8606","4862.5396","1350.14","5737.0552","2142.1973"
"SEN","15/06/2019","1","2192.5163","0","10.6073","2437.3014","22158.2737","366.8017","600.918","3708.4406","1355.3604","5667.5985","2068.7559"
"SEN","15/06/2019","2","2007.4803","0","8.7776","2468.3867","21795.5339","366.6501","602.6193","2988.8755","1363.5579","5430.5104","2005.403"
"SEN","15/06/2019","3","1912.0137","0","12.1469","2474.396","21663.6616","363.011","605.4253","2429.3746","1370.012","5176.8243","1971.4059"
"SEN","15/06/2019","4","1795.8024","0","2.845","2455.3865","21598.0833","361.9678","606.7379","1781.9951","1379.0399","5110.5537","1956.8051"
"SEN","15/06/2019","5","1680.2112","0","5.0248","2489.4268","21600.4981","361.0654","609.1892","1444.2281","1386.9657","5043.8297","1970.5487"
"SEN","15/06/2019","6","1506.379","0.1513","6.449","2486.6774","21626.2374","361.5622","608.4207","1342.628","1395.5768","4960.6125","1943.8237"
"SEN","15/06/2019","7","1397.3316","13.6487","14.5629","2500.3113","21763.8827","358.2336","605.2175","1528.6597","1401.637","4767.0093","1944.7748"
"SEN","15/06/2019","8","1521.473","262.4373","16.2638","2473.7153","21680.2464","371.5039","583.5879","1564.492","1409.1917","4596.5355","1937.4384"
"SEN","15/06/2019","9","1503.122","1529.1355","15.9582","2538.3034","21513.167","365.8275","573.893","1478.6104","1413.8073","4601.2152","1991.2693"
"SEN","15/06/2019","10","1454.0029","2666.6273","10.47","2748.0665","21255.2449","370.2673","574.2987","2024.0361","1418.8903","4637.4647","1995.241"
"SEN","15/06/2019","11","1462.9229","3102.438","6.1997","2762.3307","21271.8887","368.1922","575.3129","2511.2037","1423.8948","4637.7225","1993.1447"
"SEN","15/06/2019","12","1321.1766","3245.5974","6.2209","2747.3958","21398.375","370.3085","575.5038","2891.8856","1427.8388","4766.448","1984.6062"
"SEN","15/06/2019","13","1286.1312","3256.4823","14.9942","2688.5653","21288.7269","374.1066","574.9567","3205.8498","1430.1063","4968.0068","2021.6933"
"SEN","15/06/2019","14","1366.6937","3198.205","19.2817","2580.8489","21313.1907","370.3975","575.8617","3523.7643","1433.8575","4965.6944","2049.6905"
"SEN","15/06/2019","15","1375.9951","3161.7266","6.5991","2549.8714","21231.4195","375.503","576.3853","3653.5741","1435.0818","4976.2013","2003.8269"
"SEN","15/06/2019","16","1497.2151","3146.577","4.5073","2550.971","21273.8429","374.6976","574.1116","3422.5537","1439.4759","5017.5961","2057.8088"
"SEN","15/06/2019","17","1709.133","3004.9594","10.7023","2570.9131","21480.4618","371.5455","573.2874","3011.2602","1440.7211","5062.3016","2121.8927"
"SEN","15/06/2019","18","1804.2135","2676.3612","5.2718","2612.0085","21612.6338","374.3904","570.1099","3138.7727","1442.9462","5065.9479","2125.6414"
"SEN","15/06/2019","19","1887.7892","2195.8366","2.2378","2687.0541","21614.9449","375.8673","567.7719","2786.773","1444.5382","5008.2826","2139.1985"
"SEN","15/06/2019","20","1735.3319","1322.9627","11.2441","2646.8926","21715.3917","376.9725","567.9519","3462.0187","1447.5255","5057.6484","2152.3598"
"SEN","15/06/2019","21","1747.9375","353.2246","15.5408","2627.6649","21867.968","378.3467","573.3373","5701.8752","1452.0183","5015.4125","2170.9314"
"SEN","15/06/2019","22","1883.0807","9.1177","3.6067","2636.9661","21963.1209","382.0804","573.6647","6561.459","1456.8608","5029.3229","2208.4272"
"SEN","15/06/2019","23","1907.6509","0","12.3182","2613.7874","21692.921","382.9847","575.9623","6087.8568","1461.6879","4937.192","2219.5607"
"SEN","15/06/2019","24","1794.6865","0","9.1447","2606.9354","21276.2016","382.5336","601.0653","4825.8483","1465.9568","4937.641","2219.2806"
"SEN","16/06/2019","1","1779.6385","0","4.2415","2372.1718","21529.9412","371.6204","603.3172","3463.7996","1468.7073","4690.7231","2080.0563"
"SEN","16/06/2019","2","1856.0934","0","14.3285","2173.2271","21405.8546","369.8271","603.3927","2549.7871","1473.3625","4512.8378","2032.6185"
"SEN","16/06/2019","3","1763.0879","0","17.3036","2241.5239","21338.7415","369.2421","604.6823","2176.4655","1478.5496","3975.8497","2001.2541"
"SEN","16/06/2019","4","1646.5022","0","16.1492","1943.2869","21090.7901","370.3641","606.4649","2171.1806","1479.9153","3770.7833","1995.928"
"SEN","16/06/2019","5","1643.4609","0","10.3586","1763.0714","20797.5057","368.7555","607.8104","2203.1233","1482.5388","3721.896","2000.1424"
"SEN","16/06/2019","6","1575.711","0.154","18.3232","1680.2718","20689.1019","371.1573","607.1473","1947.5594","1486.3445","3635.4988","2001.7877"
"SEN","16/06/2019","7","1361.736","15.259","8.1485","1489.3295","20417.6569","366.9588","605.5884","2049.5394","1492.6827","3657.1712","1982.0395"
"SEN","16/06/2019","8","1180.6445","165.7982","14.1869","1398.8268","20199.444","365.9527","600.1967","1647.7133","1492.6314","3639.4705","1994.3151"
"SEN","16/06/2019","9","1094.3851","1240.3615","14.6586","1447.9243","20025.1335","370.624","597.6858","1286.8967","1490.9653","3656.8689","1995.7059"
"SEN","16/06/2019","10","1172.2088","2541.6358","18.1535","1457.0844","19769.5605","370.9599","596.3217","1252.3085","1489.4817","3665.0994","1980.4102"
"SEN","16/06/2019","11","960.6082","2976.8634","21.8091","1410.8041","20086.6871","371.1239","594.1044","1572.8769","1487.1892","3710.7029","1971.3891"
"SEN","16/06/2019","12","861.8816","3200.3363","19.573","1652.9923","20100.801","370.404","595.8475","1391.4617","1485.2823","3786.2582","1938.0581"
